,forum,thread_title,thread_url,author,member_status,verified_owner,joined,messages,location,cars,comment,date_published,sentiment,de number,lucid_model_name,match_score
1089,Ordering / Pricing / Production / Delivery,Ordering and Delivery: Lucid Air Pure,https://lucidowners.com/threads/ordering-and-delivery-lucid-air-pure.3560/,HariK,Active Member,True,2022-05-11,1002,"Fremont, CA","Pure,LS430 Ocean Extreme","So when I login to my account, I see the order and 1 reserved design. At some point, will the order change to finalize or something else?",2022-11-16,0.0,,Air Pure,90.0
69,General Discussions,Lucid teases EPA Range Test for Lucid Air,https://lucidowners.com/threads/lucid-teases-epa-range-test-for-lucid-air.29/,Hawk,Active Member,False,2020-06-20,144,,,"
If I am not mistaken, wasn't 4 miles/kWh Rawlinson's stated goal? With the expectation of achieving 5 miles/kWh in the future?",2020-08-09,0.0,,,
1081,Ordering / Pricing / Production / Delivery,Ordering and Delivery: Lucid Air Pure,https://lucidowners.com/threads/ordering-and-delivery-lucid-air-pure.3560/,Joe,Staff Member,False,2017-07-19,308,Texas,,"




Please reply with your Reservation Date, Confirmation Date, Exterior Color, and Options if you have them to be added to the tracker.

Looking for the Touring Delivery Tracker? Click Here. | Looking for the Grand Touring Delivery Tracker? Click Here.​
FATHOM BLUE​
ReservationFinalizedVINUserColorAlcantaraAWDWheelsSurreal Sound ProDream Drive ProState/ProvinceOct 15, 2020Nov 22, 2022@obelixFathom✅​✅​19""​✅​✅​NJ​Oct 17, 2020Nov 22, 2022@JerseyStrongFathom✅​✅​19""​✅​✅​NJ​Nov 1, 2020Nov 22, 2022@MikeOHFathom✅​✅​19""​✅​✅​OH​Mar 1, 2021Nov 24, 2022@TooyyccFathom✅​19""​CA​Mar 5, 2021Nov 22, 2022@JagFathom✅​✅​19""​✅​✅​FL​Apr 21, 2021Nov 23, 2022@Siri8812Fathom✅​✅​19""​✅​✅​KS​Jun 18, 2021Nov 22, 2022@Irish63Fathom✅​✅​19""​✅​✅​AZ​Jun 29, 2021Nov 22, 2022@SaaSManKSFathom✅​✅​20""​✅​✅​KS​Jul 1, 2021Nov 22, 2022@robo.pelloFathom✅​✅​19""​✅​SC​July 23, 2021@lucidpuremanFathom✅​✅​19""​✅​TX​Jul 26, 2021Dec 5, 2022@PuckSemperFiFathom✅​✅​19""​✅​✅​VA​Aug 14, 2021Nov 22, 2022@PavlovaFathom✅​✅​19""​✅​✅​AL​Aug 20, 2021Nov 22, 2022@DC5280Fathom✅​✅​19""​✅​✅​CO​Sep 2021Nov 27, 2022@kvinskFathom✅​✅​✅​FL​Oct 23, 2021Nov 22, 2022@andy2kFathom✅​✅​19""​✅​✅​CA​Nov 2, 2021Nov 23, 2022@DaBearsFathom✅​✅​19""​✅​✅​MD​Nov 4, 2021Dec 5, 2022@acsingFathom✅​19""​✅​TX​Nov 10, 2021Nov 22, 2022@matt leFathom✅​✅​19""​✅​✅​TX​Nov 15, 2021Dec 05, 2022 @EVNewbieFathom✅​✅​19""​✅​✅​NJ​Nov 17, 2021Nov 28, 2022@pmanFathom✅​19""​CA​Dec 8, 2021Nov 23, 2022@twotouchFathom19""​✅​TX​Jan 12, 2022@arose936Fathom✅​✅​Feb 9, 2022Nov 22, 2022Dec 17, 2022@vilayanurFathom✅​✅​19""​✅​✅​CA​Feb 24, 2022@Spin DoctorFathom✅​✅​19""​✅​✅​Mar 8, 2022Nov 22, 2022Dec 23, 2022@DAYFathom✅​✅​19""​✅​✅​CA​Mar 10, 2022@BenTexasFathom✅​✅​19""​TX​Mar 23, 2022@JimPAFathom✅​✅​19""​✅​✅​PA​May 19, 2022@pdqFathom✅​NJ​Aug 10, 2022Nov 22, 2022@PhunGuyFathom✅​✅​20""​✅​✅​CA​Aug 11, 2022Nov 11, 2022@inthewoodsFathom✅​✅​19""​✅​✅​NY​

INFINITE BLACK​
ReservationFinalizedVINUserColorAlcantaraAWDWheelsSurreal Sound ProDream Drive ProState/ProvinceMar 5, 2021@JagBlack✅​✅​19""​✅​✅​FL​Sep 2, 2021Nov 22, 2022@kmauportBlack✅​19""​✅​CA​Nov 2021Nov 28, 2022@sbr41Black19""​✅​TX​Dec 23, 2021@S22Black✅​19""​WA​Apr 17, 2022@HJIncBlack✅​20""​May 29, 2022@CapHillDCBlack19""​DC​May 30, 2022@PatrickCBlack✅​19""​✅​✅​MD​

COSMOS SILVER​
ReservationFinalizedVINUserColorAlcantaraAWDWheelsSurreal Sound ProDream Drive ProState/ProvinceJan 27, 2021@LuckenSilver19""​NY​Sep 28, 2021@Manojkv816Silver✅​MN​Jan 22, 2022@MnA_GuySilver✅​19""​✅​CA​

ZENITH RED​
ReservationFinalizedVINUserColorAlcantaraAWDWheelsSurreal Sound ProDream Drive ProState/ProvinceOct 17, 2020@duke_dallasRed20""​✅​TX​Sep 29, 2021@AmpereRed✅​19""​✅​Nov 2021Nov 27, 2022@AdidasRed✅​✅​ID​Nov 6, 2021Nov 24, 2022@chilukuRed✅​19""​✅​TX​Nov 6, 2021Dec 07, 2022@C4LAZRed✅​Feb 11, 2022@Uncle_ScaryRed✅​CA​Feb 27, 2022@VikingRedMay 7, 2022@LucidSCRed✅​19""​CA​May 12, 2022@nckRed✅​19""​✅​AZ​Mar 7, 2022@BishopRed✅​19""​

STELLAR WHITE​
ReservationFinalizedVINUserColorAlcantaraAWDWheels​Surreal Sound ProDream Drive ProState/ProvinceSep 30, 2021@LucidDaveWhite✅​19""​✅​✅​WA​Dec 18, 2021@LucidSCWhite✅​✅​20""​CA​Dec 21, 2021@wklgliderWhite✅​19""​✅​CA​Dec 23, 2021@S22White✅​19""​WA​Mar 23, 2022@vinaytp94White✅​19""​CA​Mar 26, 2022@elinWhite✅​19""​✅​✅​CA​May 6, 2022@eherlihy1WhiteMay 7, 2022@LucidSCWhite✅​19""​CA​May 31, 2022@BishopWhite✅​20""​

QUANTUM GREY​
ReservationFinalizedVINUserColorAlcantaraAWDWheelsSurreal Sound ProDream Drive ProState/ProvinceJun 20, 2021Nov 22, 2022@lishaGrey✅​✅​19""​✅​✅​CA​Dec 1, 2021Nov 24, 2022@phantomiasGrey✅​✅​20""​✅​✅​CA​Jan 22, 2022@mulletheadGrey19""​FL​May 22, 2022@KLW216Grey✅​19""​✅​MD​May 30, 2022@Gregmech1Grey✅​19""​


A message from your moderators: now that Lucid has their online tracking system and the numbers of vehicles has significantly increased, we will be doing away with the forum tracking system, which was originally intended to track early vehicles and (color) batches.

Of course, you are still welcome to post on this thread regarding your upcoming reservation or delivery, but these will no longer be tracked by the moderators.

If you wish, you may note your current Lucid in the ""cars"" or ""signature"" section of your profile. If you're expecting delivery, please put ""pending."" Thanks to everybody who participated in the tracker in these early days!​",2022-11-15,0.0,,,
1347,Charging,Lucid Bi-directional charging as a home power source,https://lucidowners.com/threads/lucid-bi-directional-charging-as-a-home-power-source.523/,duc900,Active Member,False,2021-11-30,139,Midwest,AGT Black/Tahoe,"Looks like this is still a ways out. I have waited this long so I will hold out to see the details and then determine what is best after that.

Worst case is likely a batter back up solution.",2022-02-14,0.0,,Air GT,90.0
1230,Driving Dynamics,Lucid Comfort,https://lucidowners.com/threads/lucid-comfort.567/,hydbob,Staff Member,True,2021-11-14,7262,,Dream P,"Obviously, it's our butlers, initials go by DDP",2022-02-21,0.0,33.0,Air Dream Edition,100.0
1126,Charging,Great video explaining charging,https://lucidowners.com/threads/great-video-explaining-charging.4387/,SaratogaLefty,Active Member,True,2021-12-07,1238,,"Dream Edition P 21""",I like his last two sentences!!,2023-01-14,0.0,337.0,Air Dream Edition,95.0
636,General Discussions,Battery/charging,https://lucidowners.com/threads/battery-charging.3487/,hydbob,Staff Member,True,2021-11-14,7262,,Dream P,Was Jag collecting as much data as Lucid or Tesla?,2023-01-11,0.0,33.0,Air Dream Edition,100.0
825,Charging,WLPT,https://lucidowners.com/threads/wlpt.4361/,Tesla2.0,Active Member,True,2022-05-02,3707,"Houston, Texas",Lucid Air Grand Touring,"Europe certified range
WLPT - 883 km (548 miles)




",2023-01-12,0.0,,Air GT,100.0
1388,Driving Dynamics,"Touring HP and Torque in Smooth, Swift and Sprint",https://lucidowners.com/threads/touring-hp-and-torque-in-smooth-swift-and-sprint.4357/,Stevepatek,Member,True,2022-03-21,52,,Lucid Air,"Enjoying the performance of my new Touring and wondering what the HP and torque is for each of the three modes; smooth, swift and sprint",2023-01-11,0.0,,Air GT,95.0
454,General Automotive / EV Talk,Chevy Bolt Efficiency Compared to Lucid,https://lucidowners.com/threads/chevy-bolt-efficiency-compared-to-lucid.3890/,DeaneG,Active Member,True,2022-01-03,1884,"Silicon Valley, CA","AGT, XC40 P8 EV","Cd = Coefficient of Drag.

Bolt Frontal area:
25.8 ft^2
Drag coefficient:
0.308

Air Frontal Area:
Unknown
Drag coefficient:
0.200 Approximately",2022-12-09,0.0,,Air GT,90.0
637,General Discussions,Battery/charging,https://lucidowners.com/threads/battery-charging.3487/,Lucken,Active Member,False,2021-01-31,1342,Long Island,"22 BMW i4, Pure on order","Between the Tesla, Jag, e-Tron or i4, I couldn’t begin to tell you which car was reporting what or how much information. Anyone stating otherwise is simply conjecturing.",2023-01-11,0.0,,Air Pure,90.0
630,General Discussions,Battery/charging,https://lucidowners.com/threads/battery-charging.3487/,Bobby,Staff Member,True,2022-04-11,1893,Poway (San Diego),"AGT, I Pace, DB9",Every EV has a slight bit of battery drain while it sleeps. This is also true of ICE cars... I have a battery tender on one of my cars that I don't drive very often. Your Lucid will do what it takes to protect its battery by keeping it warm or cool. It will turn it off on whenever you check the app.,2023-01-11,0.0,,Air GT,90.0
456,General Automotive / EV Talk,Chevy Bolt Efficiency Compared to Lucid,https://lucidowners.com/threads/chevy-bolt-efficiency-compared-to-lucid.3890/,DeaneG,Active Member,True,2022-01-03,1884,"Silicon Valley, CA","AGT, XC40 P8 EV","For highway travel, I'd expect aero drag (Frontal area * Cd * Velocity squared) to dominate, not tire frictional losses from added weight, which are just proportional to velocity.",2022-12-09,0.0,,Air GT,90.0
961,Photos / Videos / Reviews,Motortrend reviews the Touring,https://lucidowners.com/threads/motortrend-reviews-the-touring.4348/,DBV,Active Member,False,2022-03-11,255,,2021 Tesla Model S LR,Nice review! Thanks for posting that!,2023-01-11,0.0,,,
828,Charging,WLPT,https://lucidowners.com/threads/wlpt.4361/,KySerenity,Active Member,False,2022-01-16,147,"Lexington, KY","Model S, Pure Reservation","The range of 548 is on the WLTP system. When converted to EPA, that would be a range of 449.2. EPA = WLTP/1.22.",2023-01-13,0.0,,Air Pure,90.0
455,General Automotive / EV Talk,Chevy Bolt Efficiency Compared to Lucid,https://lucidowners.com/threads/chevy-bolt-efficiency-compared-to-lucid.3890/,HariK,Active Member,True,2022-05-11,1002,"Fremont, CA","Pure,LS430 Ocean Extreme","Look at Hyundai Ioniq (Not ioniq 5). Smaller car, smaller battery seems to have better miles per KWh than larger car with a lower Drag coefficient. I think it comes down to 2 factors. 1 power to weight ratio, 2 slower acceleration.",2022-12-09,0.0,,Air Pure,90.0
466,General Automotive / EV Talk,Chevy Bolt Efficiency Compared to Lucid,https://lucidowners.com/threads/chevy-bolt-efficiency-compared-to-lucid.3890/,Bobby,Staff Member,True,2022-04-11,1893,Poway (San Diego),"AGT, I Pace, DB9","My comment was addressed to “people” who compare EVs based solely on their efficiency. Apparently, you do not.",2022-12-09,0.0,,Air GT,90.0
962,Photos / Videos / Reviews,Motortrend reviews the Touring,https://lucidowners.com/threads/motortrend-reviews-the-touring.4348/,quantum,Active Member,True,2022-12-02,183,,,"Yeah, how could they remember what the GT was like if differences are so subtle?",2023-01-11,0.0,,,
626,General Discussions,Battery/charging,https://lucidowners.com/threads/battery-charging.3487/,Adnillien,Staff Member,True,2020-08-23,1654,"Paradise Valley, AZ",Lucid GT,I think what you are seeing is mostly the temperature change in the battery. Most people seem to lose 1-2 miles per day in phantom drain.,2023-01-11,0.0,,Air GT,100.0
959,Photos / Videos / Reviews,Motortrend reviews the Touring,https://lucidowners.com/threads/motortrend-reviews-the-touring.4348/,emoylv,Active Member,False,2022-05-25,239,"Las Vegas, NV",2008 Dodge Challenger SRT,"

Motor Trend article on the Touring.",2023-01-11,0.0,,,
629,General Discussions,Battery/charging,https://lucidowners.com/threads/battery-charging.3487/,Mark_in_MA,Member,False,2022-12-20,29,,Lucid Air Touring,Thank you everyone. I was thinking a couple/few miles a day was the average people were loosing. I'm going to have the service advisor take a look at it. I'll also not check the app and just start paying attention to the numbers everytime I exit and enter the car.,2023-01-11,0.0,,Air Touring,100.0
827,Charging,WLPT,https://lucidowners.com/threads/wlpt.4361/,Adnillien,Staff Member,True,2020-08-23,1654,"Paradise Valley, AZ",Lucid GT,"Inside EVs estimates a 22% difference between EPA and WLTP, with WLTP being higher. Lucid seems a bit lower than that. The 22% increase would be 634 miles. Maybe the Inside EVs scales to the two cycle EPA rather than the five cycle.",2023-01-12,0.0,,Air GT,100.0
461,General Automotive / EV Talk,Chevy Bolt Efficiency Compared to Lucid,https://lucidowners.com/threads/chevy-bolt-efficiency-compared-to-lucid.3890/,HariK,Active Member,True,2022-05-11,1002,"Fremont, CA","Pure,LS430 Ocean Extreme",Agreed. Compare Lucid Air with Tesla Model S and Mercedes EQS.,2022-12-09,0.0,,Air Pure,90.0
960,Photos / Videos / Reviews,Motortrend reviews the Touring,https://lucidowners.com/threads/motortrend-reviews-the-touring.4348/,idiot900,Active Member,True,2022-01-04,606,,Air Touring,"From the pictures it looks like they tested the 20"" wheels. I wonder if their comments about the suspension being a little softer than that of the GT would hold on the 21"" wheels. Or to what extent the dynamics of Touring are distinguishable from GT if both were on 19"" wheels...I suspect practically impossible without back-to-back comparisons and a stopwatch.

They would have subtracted a 1-foot rollout for their 3.1 s 0-60 time. I wonder if Lucid did for their reported 3.4 s.",2023-01-11,0.0,,Air Touring,100.0
